Namespace,Key,English Text,Spanish,French,German,Chinese,Hindi,Urdu,Arabic,Japanese,Korean,Russian
legal,guideValidatorPlatform,Guide Validator Platform,Plataforma de validación de guías,Plateforme de validation de guide,Leitfaden Validator-Plattform,Guide ?????,???? ???????????? ???????????,????? ???????? ???? ????,???? ???? ??????,Guide ??????????????,Guide ??? ???,????????? ?????????? Guide
legal,encryptionOfPersonalData,Encryption of Personal Data in transit and at rest,Cifrado de datos personales en tránsito y en reposo,Chiffrement des données personnelles en transit et au repos,Verschlüsselung personenbezogener Daten während der Übertragung und im Ruhezustand,?????????????,?????? ?? ???? ??? ????????? ???? ?? ???????????,?????? ??? ???? ?? ????? ???? ???? ?? ???? ????,????? ???????? ??????? ????? ????? ???????,???????????????????,?? ? ? ?? ?? ?? ???? ???,?????????? ???????????? ?????? ??? ???????? ? ????????
legal,regularSecurityAssessmentsAnd,Regular security assessments and penetration testing,Evaluaciones de seguridad periódicas y pruebas de penetración,Évaluations de sécurité et tests d’intrusion réguliers,Regelmäßige Sicherheitsbewertungen und Penetrationstests,???????????,?????? ??????? ???? ?? ?????? ???????,???????? ?? ???????? ????? ??? ???? ?? ????,??????? ????? ?????? ??????? ????????,??????????????????,???? ?? ?? ? ?? ???,?????????? ?????? ???????????? ? ???????????? ?? ?????????????
legal,accessControlsAndAuthentication,Access controls and authentication mechanisms,Controles de acceso y mecanismos de autenticación,Contrôles d’accès et mécanismes d’authentification,Zugriffskontrollen und Authentifizierungsmechanismen,???????????,????? ???????? ?? ?????????? ?????,????? ?? ?????? ??? ????? ?? ????? ???,????? ?????? ?? ?????? ?????? ????????,??????????????,??? ?? ? ?? ????,????????? ???????? ??????? ? ??????????????
legal,regularBackupAndDisaster,Regular backup and disaster recovery procedures,Procedimientos regulares de copia de seguridad y recuperación ante desastres,Procédures régulières de sauvegarde et de reprise après sinistre,Regelmäßige Backup- und Disaster-Recovery-Verfahren,???????????,?????? ????? ?? ???? ????????????? ???????????,??????? ??? ?? ??? ??????? ?????? ?? ????? ???,??????? ????? ????????? ???????? ?? ??????? ????????,?????????????????,???? ?? ? ?? ?? ??,?????????? ????????? ?????????? ??????????? ? ?????????? ??????????????
legal,securityIncidentResponseProcedures,Security incident response procedures,Procedimientos de respuesta a incidentes de seguridad,Procédures d’intervention en cas d’incident de sécurité,Verfahren zur Reaktion auf Sicherheitsvorfälle,????????,??????? ???? ??????????? ???????????,???????? ????? ?? ????? ?? ????? ???,??????? ????????? ??????? ???????,????????????????,?? ?? ?? ??,????????? ???????????? ?? ????????? ????????????
legal,rightOfAccess,Right of access,Derecho de acceso,Droit d’accès,Recht auf Auskunft,???,????? ?? ??????,????? ?? ??,?? ??????,?????,?? ??,????? ???????
legal,rightToRectification,Right to rectification,Derecho de rectificación,Droit de rectification,Recht auf Berichtigung,???,????? ?? ??????,????? ?? ??,???? ?? ???????,??????,??? ??,????? ?? ???????????
legal,rightToRestrictionOf,Right to restriction of processing,Derecho a la limitación del tratamiento,Droit à la limitation du traitement,Recht auf Einschränkung der Verarbeitung,???????,?????????? ?? ???????? ?? ??????,???????? ?? ?????? ????? ?? ??,???? ?? ????? ????????,?????????,?? ???,????? ?? ??????????? ?????????
legal,rightToDataPortability,Right to data portability,Derecho a la portabilidad de datos,Droit à la portabilité des données,Recht auf Datenübertragbarkeit,?????????,???? ???????????? ?? ??????,???? ????????? ?? ??,???? ?? ??? ????????,?????????????,??? ???? ?? ??,????? ?? ????????????? ??????
legal,rightToObject,Right to object,Derecho de oposición,Droit d’opposition,Widerspruchsrecht,???,?????? ???? ?? ??????,?????? ???? ?? ??,???? ?? ????????,????????,??? ??? ??,????? ?? ??????????
legal,standardContractualClausesApproved,Standard Contractual Clauses approved by the European Commission,Cláusulas contractuales tipo aprobadas por la Comisión Europea,Clauses contractuelles types approuvées par la Commission européenne,Von der Europäischen Kommission genehmigte Standardvertragsklauseln,??????????????,??????? ???? ?????? ???????? ???? ?????????? ???,?????? ????? ?? ??? ?? ????? ??? ?????? ?????? ?? ????,?????? ????????? ???????? ???????? ?? ??? ???????? ?????????,????????????????????,???? ??????? ??? ?? ?? ??,"??????????? ?????????? ???????, ???????????? ??????????? ?????????"
legal,bindingCorporateRules,Binding Corporate Rules,Normas corporativas vinculantes,Règles d’entreprise contraignantes,Verbindliche interne Datenschutzvorschriften,??????????,????????? ????????? ????,???????? ????? ?? ????? ????,????? ?????? ???????,??????????,??? ?? ?? ??,???????????? ????????????? ???????
legal,adequacyDecisionsByThe,Adequacy decisions by the European Commission,Decisiones de adecuación de la Comisión Europea,Décisions d’adéquation de la Commission européenne,Angemessenheitsbeschlüsse der Europäischen Kommission,???????????,??????? ???? ?????? ?????????? ??????,????? ????? ?? ??? ?? ????? ?????,?????? ??????? ??????? ?? ???????? ?????????,??????????????,???? ?????? ??? ??,??????? ??????????? ???????? ? ????????????? ???
legal,annexADetailsOf,ANNEX A: DETAILS OF PROCESSING,ANEXO A: DETALLES DEL TRATAMIENTO,ANNEXE A : DÉTAILS DU TRAITEMENT,ANHANG A: EINZELHEITEN DER VERARBEITUNG,??A?????,???????? ?: ?????????? ?? ?????,????? ??: ???????? ?? ???????,?????? ???: ?????? ???????,???A:?????,?? A: ?? ?? ??,?????????? ?: ?????? ?????????
legal,subjectMatter,Subject Matter,Tema,Contenu,Stoff,??,??????????,?????,???????,???,??,????????
legal,duration,Duration,Duración,Durée,Dauer,??,?????,???????,???,??,??,????????????
legal,natureAndPurpose,Nature and Purpose,Naturaleza y propósito,Nature et objectif,Natur und Zweck,?????,??????? ?? ????????,????? ??? ????,??????? ??????,?????,??? ??,??????? ? ????
legal,userAuthenticationAndAccount,User authentication and account management,Autenticación de usuarios y gestión de cuentas,Authentification des utilisateurs et gestion des comptes,Benutzerauthentifizierung und Kontoverwaltung,???????????,?????????? ?????????? ?? ???? ???????,???? ?? ????? ??? ?????? ?? ??????,?????? ???????? ?????? ??????,??????????????,??? ?? ? ?? ??,?????????????? ????????????? ? ?????????? ???????? ????????
legal,facilitatingConnectionsBetweenGuides,"Facilitating connections between guides, transport providers, agencies, and DMCs","Facilitar las conexiones entre guías, proveedores de transporte, agencias y DMC","Faciliter les connexions entre les guides, les prestataires de transport, les agences et les DMC","Erleichterung der Verbindungen zwischen Guides, Transportanbietern, Agenturen und DMCs",?????????????? DMC ?????,"????, ?????? ?????????, ????????? ?? ?????? ?? ??? ??????? ?? ?????? ?????? ????","??????? ????????? ????? ???? ?????? ???????? ??? ?? ??? ??? ?? ?????? ?????? ?? ????? ????? ????",????? ????????? ??? ???????? ?????? ????? ????? ????????? ?????? DMC,?????????????DMC ?????????,"???, ?? ????, ??? ? DMC ?? ?? ??","?????????? ?????? ????? ??????, ???????????? ???????????? ?????, ??????????? ? DMC"
legal,processingBookingsAndAvailability,Processing bookings and availability requests,Procesamiento de reservas y solicitudes de disponibilidad,Traitement des réservations et des demandes de disponibilité,Bearbeitung von Buchungen und Verfügbarkeitsanfragen,?????????,?????? ?? ???????? ???????? ?? ??????? ????,???? ??? ??????? ?? ????????? ?? ????????,?????? ???????? ?????? ???????,????????????????,?? ? ?? ?? ?? ?? ??,????????? ???????????? ? ???????? ?? ??????? ????
legal,communicationBetweenPlatformUsers,Communication between platform users,Comunicación entre usuarios de la plataforma,Communication entre les utilisateurs de la plateforme,Kommunikation zwischen den Nutzern der Plattform,?????????,??????????? ???????????? ?? ??? ?????,???? ???? ??????? ???? ????? ?? ?????? ???????,??????? ??? ??????? ??????,???????????????????????,??? ??? ?? ??????,???????????? ????? ?????????????? ?????????
legal,platformAnalyticsAndImprovement,Platform analytics and improvement,Análisis y mejora de la plataforma,Analyse et amélioration de la plateforme,Analyse und Verbesserung der Plattform,???????,??????????? ???????? ?? ?????,???? ???? ?? ?????? ??? ?????,??????? ?????? ??????? ????????,??????????????,??? ?? ? ??,????????? ? ????????????????? ?????????
legal,categoriesOfPersonalData,Categories of Personal Data,Categorías de datos personales,Catégories de données personnelles,Kategorien personenbezogener Daten,???????,????????? ???? ?? ?????????,???? ???? ?? ????,???? ???????? ???????,???????????,?? ???? ??,????????? ???????????? ??????
legal,identityDataNameUsername,"Identity Data: name, username, email address","Datos de identidad: nombre, nombre de usuario, dirección de correo electrónico","Données d’identité : nom, nom d’utilisateur, adresse e-mail","Identitätsdaten: Name, Benutzername, E-Mail-Adresse",??????????????????,"????? ????: ???, ?????????? ???, ???? ???","?????? ????: ???? ???? ???? ?? ??? ??????",?????? ??????: ????? ???? ???????? ?????? ?????? ??????????,?????:????????????????,"?? ???: ??, ??? ??, ??? ??","????????????????? ??????: ???, ??? ????????????, ????? ??????????? ?????"
legal,contactDataEmailAddress,"Contact Data: email address, phone number, address","Datos de contacto: dirección de correo electrónico, número de teléfono, dirección","Données de contact : adresse e-mail, numéro de téléphone, adresse","Kontaktdaten: E-Mail-Adresse, Telefonnummer, Adresse",???????????????????,"?????? ????: ???? ???, ??? ????, ???","????? ????: ?? ??? ??????? ??? ????? ???",?????? ???????: ????? ?????? ?????????? ???? ?????? ????????,??????:???????????????,"??? ???: ??? ??, ????, ??","?????????? ??????: ????? ??????????? ?????, ????? ????????, ?????"
legal,profileDataProfessionalInformation,"Profile Data: professional information, specialties, languages, certifications","Datos del perfil: información profesional, especialidades, idiomas, certificaciones","Données de profil : informations professionnelles, spécialités, langues, certifications","Profildaten: berufliche Informationen, Fachgebiete, Sprachen, Zertifizierungen",????????????????????,"????????? ????: ?????? ???????, ?????????, ??????, ??????????","??????? ????: ???? ????? ???????? ???????? ??????? ??????????",?????? ????? ??????: ????????? ??????? ????????? ??????? ?????????,?????????:?????????????????,"??? ???: ?? ??, ?? ??, ??, ??","?????? ???????: ???????????????? ??????????, ?????????????, ?????, ???????????"
legal,usageDataInteractionWith,"Usage Data: interaction with platform features, booking history","Datos de uso: interacción con las funciones de la plataforma, historial de reservas","Données d’utilisation : interaction avec les fonctionnalités de la plateforme, historique des réservations","Nutzungsdaten: Interaktion mit Plattformfunktionen, Buchungshistorie",????????????????????,"????? ????: ??????????? ???????? ?? ??? ?????????, ?????? ??????","??????? ?? ????: ???? ???? ?? ??????? ?? ???? ??? ???? ???? ?? ?????",?????? ?????????: ??????? ?? ????? ?????? ??????? ???? ?????,???????:?????????????????????,"?? ???: ??? ???? ?? ??, ?? ??","?????? ?? ?????????????: ?????????????? ? ????????? ?????????, ??????? ????????????"
legal,technicalDataIpAddress,"Technical Data: IP address, browser type, device information","Datos técnicos: dirección IP, tipo de navegador, información del dispositivo","Données techniques : adresse IP, type de navigateur, informations sur l’appareil","Technische Daten: IP-Adresse, Browsertyp, Geräteinformationen",?????IP ?????????????,"?????? ????: ???? ???, ???????? ??????, ?????? ?? ???????","?????? ????: ??? ?? ??????? ?????? ?? ???? ??? ?? ???????",???????? ???????: ????? IP ???? ??????? ???????? ??????,?????:IP???????????????????,"?? ???: IP ??, ???? ??, ?? ??","??????????? ??????: IP-?????, ??? ????????, ?????????? ?? ??????????"
legal,marketingDataPreferencesFor,Marketing Data: preferences for receiving communications,Datos de marketing: preferencias para recibir comunicaciones,Données marketing : préférences pour la réception des communications,Marketingdaten: Präferenzen für den Erhalt von Mitteilungen,????????????,????? ????: ????? ??????? ???? ?? ??? ????????????,???????? ????: ??????? ???? ???? ?? ??? ???????,?????? ???????: ??????? ???? ?????????,??????????:????????????,??? ???: ?????? ??? ?? ?? ??,????????????? ??????: ???????????? ??? ????????? ?????????
legal,categoriesOfDataSubjects,Categories of Data Subjects,Categorías de interesados,Catégories de personnes concernées,Kategorien betroffener Personen,???????,???? ?????? ?? ?????????,???? ?????? ?? ???? ???,???? ????? ????????,???????????,??? ??? ??,????????? ????????? ??????
legal,tourGuides,Tour guides,Guías,Guides,Reiseleiter,??,??? ????,??? ??????,?????????,??????,?? ???,????
legal,transportProviders,Transport providers,Proveedores de transporte,Prestataires de transport,Transportunternehmen,?????,?????? ???????,??? ? ??? ????? ???? ????,????? ????? ?????,?????????????,?? ????,?????????? ???????????? ?????
legal,travelAgencies,Travel agencies,Agencias de viajes,Agences de voyages,Reisebüros,???,?????? ?????????,????? ????????[?????],?????? ?????,?????,???,????????????? ?????????
legal,platformAdministrators,Platform administrators,Administradores de la plataforma,Administrateurs de plateforme,Plattform-Administratoren,?????,??????????? ??????????,???? ???? ?? ???????,?????? ??????,???????????,??? ???,?????????????? ?????????
legal,contactInformation,CONTACT INFORMATION,INFORMACIÓN DE CONTACTO,COORDONNÉES,KONTAKTINFORMATIONEN,????,?????? ???????,????? ?? ???????,??????? ???????,???,??? ??,?????????? ??????????
legal,dataProtectionOfficer,Data Protection Officer:,Delegado de Protección de Datos:,Délégué à la protection des données :,Datenschutzbeauftragter:,??????,???? ??????? ???????:,???? ???????? ?????:,????? ????? ????????:,????????:,??? ?? ???:,?????????????? ?? ?????? ??????:
legal,controllerSignature,Controller Signature:,Firma del controlador:,Signature du contrôleur :,Controller-Signatur:,??????,???????? ?????????:,??????? ?????:,????? ???? ??????:,????????:,???? ??:,??????? ???????????:
legal,processorRepresentative,Processor Representative:,Representante del procesador:,Représentant du processeur :,Vertreter des Auftragsverarbeiters:,??????,???????? ?????????:,??????? ?? ???????:,???? ???????:,????????:,???? ???:,????????????? ??????????:
onboarding,invalidLink,Invalid Link,Enlace no válido,Lien non valide,Ungültiger Link,????,?????? ????,?????? ???,???? ??? ????,??????,??? ??,???????????????? ??????
onboarding,linkNotFound,Link Not Found,Enlace no encontrado,Lien non trouvé,Link nicht gefunden,?????,???? ???? ????,??? ???? ???,?? ??? ?????? ??? ??????,???????????,??? ?? ? ??,?????? ?? ???????
onboarding,profileUpdated,Profile Updated!,¡Perfil actualizado!,Profil mis à jour !,Profil aktualisiert!,???????,????????? ????? ?? ??!,??????? ?? ???!,?? ????? ????? ??????!,??????????????!,??? ????!,??????? ????????!
pricing,findTheRightPlan,Find the right plan for your tourism business,Encuentra el plan adecuado para tu negocio turístico,Trouvez le bon plan pour votre entreprise touristique,Finden Sie den richtigen Plan für Ihr Tourismusunternehmen,??????????????,???? ?????? ??????? ?? ??? ??? ????? ?????,???? ????? ?? ??????? ?? ??? ???? ?????? ???? ????,???? ?? ????? ???????? ????? ???????,??????????????????,?? ??? ??? ?? ??,??????? ?????????? ???? ??? ?????? ?????????????? ???????
pricing,lookingToAdvertiseOr,Looking to advertise or analyse demand?,¿Busca publicitar o analizar la demanda?,Vous cherchez à faire de la publicité ou à analyser la demande ?,Möchten Sie Werbung machen oder die Nachfrage analysieren?,???????????,???? ?? ???? ?? ???????? ?? ???????? ???? ????? ????,??? ?? ????? ?? ????? ???? ?? ??? ???? ?? ??? ????,?? ????? ??? ??????? ?? ????? ?? ???????,????????????????,????? ??? ???? ??????,?????? ????????????? ??? ????????????? ??????
